"id","Temp_C","Visibility_km","Press_kPa","Weather","Date/Time","Dew Point Temp_C","Rel Hum_%","Wind_Speed_km_h"
1935,24.7,24.1,101.77,Clear,"2012-03-21 14:00:00",12.1,45,13.0
1936,25.4,48.3,101.72,Clear,"2012-03-21 15:00:00",12.0,43,17.0
1937,25.5,48.3,101.69,Clear,"2012-03-21 16:00:00",11.0,40,17.0
1938,25.2,48.3,101.68,Clear,"2012-03-21 17:00:00",10.7,40,13.0
1939,20.7,48.3,101.67,Clear,"2012-03-21 18:00:00",9.7,49,9.0
1940,17.2,25.0,101.67,Clear,"2012-03-21 19:00:00",9.1,59,6.0
1941,18.4,25.0,101.7,Clear,"2012-03-21 20:00:00",8.9,54,7.0
1942,16.4,25.0,101.68,Clear,"2012-03-21 21:00:00",9.7,65,13.0
1943,18.0,25.0,101.66,Clear,"2012-03-21 22:00:00",10.5,62,7.0
1944,16.5,25.0,101.66,Clear,"2012-03-21 23:00:00",9.5,63,7.0
1945,17.0,25.0,101.63,Clear,"2012-03-22 00:00:00",9.1,60,13.0
1946,15.5,25.0,101.62,Clear,"2012-03-22 01:00:00",8.7,64,11.0
1947,15.0,25.0,101.59,Clear,"2012-03-22 02:00:00",8.7,66,7.0
1948,11.0,25.0,101.56,Clear,"2012-03-22 03:00:00",7.4,78,9.0
1949,13.2,25.0,101.54,Clear,"2012-03-22 04:00:00",8.4,73,6.0
1950,12.8,25.0,101.59,Clear,"2012-03-22 05:00:00",8.5,75,13.0
1968,11.3,25.0,101.62,Clear,"2012-03-22 23:00:00",7.2,76,6.0
1973,9.2,25.0,101.76,Clear,"2012-03-23 04:00:00",6.3,82,7.0
1974,8.0,25.0,101.85,Clear,"2012-03-23 05:00:00",5.2,82,9.0
1975,6.6,25.0,101.9,Clear,"2012-03-23 06:00:00",2.9,77,7.0
1976,8.4,48.3,101.93,Clear,"2012-03-23 07:00:00",3.0,69,0.0
1977,11.3,48.3,101.93,Clear,"2012-03-23 08:00:00",1.8,52,0.0
1978,12.8,48.3,101.94,Clear,"2012-03-23 09:00:00",2.3,49,4.0
1979,14.5,48.3,101.93,Clear,"2012-03-23 10:00:00",0.1,37,17.0
1980,14.9,48.3,101.87,Clear,"2012-03-23 11:00:00",-3.0,29,15.0
2045,-1.1,25.0,100.74,Clear,"2012-03-26 04:00:00",-10.4,49,22.0
2046,-1.9,25.0,100.86,Clear,"2012-03-26 05:00:00",-10.9,50,20.0
2047,-3.8,24.1,101.03,Clear,"2012-03-26 06:00:00",-13.4,47,32.0
2057,1.3,48.3,101.29,Clear,"2012-03-26 16:00:00",-15.7,27,30.0
2058,1.2,48.3,101.34,Clear,"2012-03-26 17:00:00",-16.3,26,32.0
2059,0.1,48.3,101.43,Clear,"2012-03-26 18:00:00",-17.3,26,24.0
2060,-0.7,25.0,101.56,Clear,"2012-03-26 19:00:00",-18.0,26,28.0
2061,-1.4,25.0,101.68,Clear,"2012-03-26 20:00:00",-18.7,25,28.0
2062,-2.3,25.0,101.79,Clear,"2012-03-26 21:00:00",-18.4,28,24.0
2063,-2.9,25.0,101.84,Clear,"2012-03-26 22:00:00",-17.8,31,28.0
2064,-3.6,25.0,101.9,Clear,"2012-03-26 23:00:00",-17.4,33,26.0
2065,-4.3,25.0,101.94,Clear,"2012-03-27 00:00:00",-17.6,35,22.0
2066,-5.0,25.0,101.96,Clear,"2012-03-27 01:00:00",-17.7,36,19.0
2067,-5.4,25.0,102.02,Clear,"2012-03-27 02:00:00",-16.8,40,17.0
2068,-6.0,25.0,102.06,Clear,"2012-03-27 03:00:00",-17.0,41,17.0
2069,-6.5,25.0,102.14,Clear,"2012-03-27 04:00:00",-17.3,42,13.0
2070,-7.4,25.0,102.24,Clear,"2012-03-27 05:00:00",-16.4,49,11.0
2071,-7.5,48.3,102.31,Clear,"2012-03-27 06:00:00",-16.4,49,9.0
2072,-6.1,48.3,102.39,Clear,"2012-03-27 07:00:00",-17.7,39,9.0
2073,-5.1,48.3,102.41,Clear,"2012-03-27 08:00:00",-18.7,34,13.0
2074,-4.3,48.3,102.44,Clear,"2012-03-27 09:00:00",-20.3,27,9.0
2075,-2.5,48.3,102.48,Clear,"2012-03-27 10:00:00",-21.7,21,0.0
2076,-1.6,48.3,102.43,Clear,"2012-03-27 11:00:00",-20.6,22,6.0
2077,0.2,48.3,102.31,Clear,"2012-03-27 12:00:00",-16.7,27,9.0
2139,-2.2,25.0,101.22,Clear,"2012-03-30 02:00:00",-9.7,56,15.0
2142,-5.1,24.1,101.32,Clear,"2012-03-30 05:00:00",-10.4,66,11.0
2143,-4.8,48.3,101.39,Clear,"2012-03-30 06:00:00",-10.8,63,13.0
2144,-4.3,48.3,101.52,Clear,"2012-03-30 07:00:00",-10.9,60,15.0
2145,-3.0,48.3,101.56,Clear,"2012-03-30 08:00:00",-10.4,57,11.0
2146,-2.0,48.3,101.63,Clear,"2012-03-30 09:00:00",-10.1,54,13.0
2147,-0.8,48.3,101.62,Clear,"2012-03-30 10:00:00",-9.5,52,9.0
2172,4.6,48.3,101.24,Clear,"2012-03-31 11:00:00",-9.7,35,7.0
2173,6.4,48.3,101.16,Clear,"2012-03-31 12:00:00",-7.1,37,11.0
2174,6.5,48.3,101.08,Clear,"2012-03-31 13:00:00",-9.7,30,9.0
2180,5.9,25.0,100.88,Clear,"2012-03-31 19:00:00",-8.0,36,4.0
2181,4.4,25.0,100.85,Clear,"2012-03-31 20:00:00",-7.2,43,9.0
2182,2.6,25.0,100.86,Clear,"2012-03-31 21:00:00",-6.3,52,7.0
2183,2.7,25.0,100.82,Clear,"2012-03-31 22:00:00",-6.7,50,0.0
2184,1.5,25.0,100.79,Clear,"2012-03-31 23:00:00",-6.9,54,0.0
2185,0.4,25.0,100.75,Clear,"2012-04-01 00:00:00",-6.6,59,0.0
2186,-1.5,25.0,100.77,Clear,"2012-04-01 01:00:00",-7.3,65,4.0
2187,0.1,25.0,100.7,Clear,"2012-04-01 02:00:00",-6.9,59,0.0
2188,-1.0,25.0,100.67,Clear,"2012-04-01 03:00:00",-6.2,68,0.0
2211,-0.4,12.9,100.31,Clear,"2012-04-02 02:00:00",-1.8,90,0.0
2214,-1.7,25.0,100.47,Clear,"2012-04-02 05:00:00",-2.5,94,6.0
2215,-1.8,24.1,100.56,Clear,"2012-04-02 06:00:00",-3.5,88,6.0
2216,0.2,48.3,100.65,Clear,"2012-04-02 07:00:00",-2.1,84,6.0
2217,2.1,48.3,100.69,Clear,"2012-04-02 08:00:00",-4.5,62,13.0
2218,3.4,48.3,100.72,Clear,"2012-04-02 09:00:00",-7.3,45,22.0
2219,4.5,48.3,100.73,Clear,"2012-04-02 10:00:00",-8.5,38,28.0
2220,4.6,48.3,100.72,Clear,"2012-04-02 11:00:00",-7.8,40,24.0
2221,6.2,48.3,100.65,Clear,"2012-04-02 12:00:00",-7.8,36,17.0
2222,6.7,48.3,100.64,Clear,"2012-04-02 13:00:00",-7.2,36,24.0
2223,7.3,48.3,100.62,Clear,"2012-04-02 14:00:00",-8.5,32,26.0
2224,7.9,48.3,100.6,Clear,"2012-04-02 15:00:00",-10.0,27,19.0
2225,7.9,48.3,100.59,Clear,"2012-04-02 16:00:00",-12.0,23,28.0
2227,6.9,48.3,100.65,Clear,"2012-04-02 18:00:00",-13.6,22,19.0
2228,4.9,25.0,100.69,Clear,"2012-04-02 19:00:00",-12.6,27,13.0
2229,3.5,25.0,100.75,Clear,"2012-04-02 20:00:00",-13.1,28,13.0
2230,3.1,25.0,100.78,Clear,"2012-04-02 21:00:00",-13.0,30,11.0
2231,0.6,25.0,100.84,Clear,"2012-04-02 22:00:00",-12.8,36,9.0
2232,1.0,25.0,100.83,Clear,"2012-04-02 23:00:00",-12.8,35,13.0
2233,-0.3,25.0,100.84,Clear,"2012-04-03 00:00:00",-11.9,41,6.0
2234,-1.1,25.0,100.86,Clear,"2012-04-03 01:00:00",-11.4,45,9.0
2235,-0.9,25.0,100.84,Clear,"2012-04-03 02:00:00",-13.2,39,6.0
2236,-3.0,25.0,100.87,Clear,"2012-04-03 03:00:00",-12.0,50,9.0
2237,-2.1,25.0,100.92,Clear,"2012-04-03 04:00:00",-11.8,47,13.0
2238,-2.6,25.0,100.99,Clear,"2012-04-03 05:00:00",-12.4,47,6.0
2239,-2.0,48.3,101.03,Clear,"2012-04-03 06:00:00",-12.4,45,6.0
2240,0.3,48.3,101.09,Clear,"2012-04-03 07:00:00",-11.3,41,11.0
2241,1.7,48.3,101.08,Clear,"2012-04-03 08:00:00",-11.7,36,19.0
2242,2.5,48.3,101.07,Clear,"2012-04-03 09:00:00",-11.0,36,15.0
2243,4.3,48.3,100.98,Clear,"2012-04-03 10:00:00",-10.3,34,17.0
2312,0.4,48.3,101.3,Clear,"2012-04-06 07:00:00",-8.9,50,15.0
2313,1.1,48.3,101.34,Clear,"2012-04-06 08:00:00",-8.8,48,19.0
2314,2.1,48.3,101.37,Clear,"2012-04-06 09:00:00",-8.4,46,17.0
2316,5.7,48.3,101.32,Clear,"2012-04-06 11:00:00",-7.7,37,19.0
2318,7.6,48.3,101.18,Clear,"2012-04-06 13:00:00",-7.7,33,15.0
2471,6.7,25.0,101.44,Clear,"2012-04-12 22:00:00",-0.6,60,4.0
2472,5.9,25.0,101.47,Clear,"2012-04-12 23:00:00",-2.2,56,11.0
2473,4.6,25.0,101.49,Clear,"2012-04-13 00:00:00",-4.0,54,11.0
2474,4.0,25.0,101.48,Clear,"2012-04-13 01:00:00",-5.1,51,11.0
2475,2.0,25.0,101.5,Clear,"2012-04-13 02:00:00",-5.4,58,6.0
2476,1.5,25.0,101.52,Clear,"2012-04-13 03:00:00",-5.1,61,9.0
2477,1.2,25.0,101.56,Clear,"2012-04-13 04:00:00",-4.5,66,6.0
2478,1.3,48.3,101.6,Clear,"2012-04-13 05:00:00",-4.1,67,6.0
2479,1.8,48.3,101.67,Clear,"2012-04-13 06:00:00",-3.4,68,6.0
2497,7.9,25.0,101.35,Clear,"2012-04-14 00:00:00",-1.6,51,22.0
2498,7.5,25.0,101.35,Clear,"2012-04-14 01:00:00",-1.8,52,11.0
2499,6.8,25.0,101.34,Clear,"2012-04-14 02:00:00",-1.8,54,17.0
2524,11.3,25.0,100.7,Clear,"2012-04-15 03:00:00",2.3,54,15.0
2525,10.9,25.0,100.72,Clear,"2012-04-15 04:00:00",4.3,64,15.0
2526,9.9,25.0,100.72,Clear,"2012-04-15 05:00:00",4.5,69,6.0
2593,2.9,25.0,102.2,Clear,"2012-04-18 00:00:00",-5.1,56,13.0
2594,2.4,25.0,102.18,Clear,"2012-04-18 01:00:00",-5.7,55,15.0
2595,0.9,25.0,102.22,Clear,"2012-04-18 02:00:00",-6.5,58,15.0
2596,1.1,25.0,102.25,Clear,"2012-04-18 03:00:00",-7.0,55,11.0
2597,0.4,25.0,102.29,Clear,"2012-04-18 04:00:00",-7.0,58,9.0
2598,-1.0,48.3,102.34,Clear,"2012-04-18 05:00:00",-7.0,64,11.0
2599,0.9,48.3,102.41,Clear,"2012-04-18 06:00:00",-6.3,59,9.0
2600,2.5,48.3,102.44,Clear,"2012-04-18 07:00:00",-6.2,53,13.0
2601,3.3,48.3,102.43,Clear,"2012-04-18 08:00:00",-5.9,51,11.0
2602,4.5,48.3,102.41,Clear,"2012-04-18 09:00:00",-5.7,47,9.0
2603,5.3,48.3,102.36,Clear,"2012-04-18 10:00:00",-5.1,47,9.0
2604,6.9,48.3,102.24,Clear,"2012-04-18 11:00:00",-3.4,48,6.0
2618,5.5,25.0,101.42,Clear,"2012-04-19 01:00:00",-2.7,55,6.0
2619,3.3,25.0,101.33,Clear,"2012-04-19 02:00:00",-2.8,64,7.0
2638,16.1,25.0,100.72,Clear,"2012-04-19 21:00:00",4.5,46,11.0
2642,10.9,25.0,100.91,Clear,"2012-04-20 01:00:00",1.8,53,19.0
2788,3.5,25.0,100.66,Clear,"2012-04-26 03:00:00",-0.6,74,11.0
2789,2.7,25.0,100.66,Clear,"2012-04-26 04:00:00",-1.5,74,7.0
2790,2.6,24.1,100.69,Clear,"2012-04-26 05:00:00",-1.3,75,9.0
2791,3.2,48.3,100.71,Clear,"2012-04-26 06:00:00",-0.6,76,4.0
2851,7.2,48.3,101.43,Clear,"2012-04-28 18:00:00",-11.3,25,24.0
2852,6.1,48.3,101.46,Clear,"2012-04-28 19:00:00",-11.4,27,19.0
2854,2.3,25.0,101.55,Clear,"2012-04-28 21:00:00",-9.7,41,11.0
2867,5.5,48.3,101.67,Clear,"2012-04-29 10:00:00",-11.4,28,26.0
2868,6.2,48.3,101.62,Clear,"2012-04-29 11:00:00",-11.6,27,24.0
2869,7.4,48.3,101.62,Clear,"2012-04-29 12:00:00",-10.5,27,24.0
2870,8.4,48.3,101.64,Clear,"2012-04-29 13:00:00",-11.1,24,32.0
2871,8.7,48.3,101.65,Clear,"2012-04-29 14:00:00",-11.7,22,22.0
2872,9.0,48.3,101.63,Clear,"2012-04-29 15:00:00",-12.0,21,32.0
2874,9.0,48.3,101.72,Clear,"2012-04-29 17:00:00",-11.5,22,30.0
2875,8.1,48.3,101.77,Clear,"2012-04-29 18:00:00",-11.9,23,28.0
2876,6.9,48.3,101.82,Clear,"2012-04-29 19:00:00",-11.7,25,20.0
2879,5.1,25.0,102.05,Clear,"2012-04-29 22:00:00",-10.7,31,15.0
2880,4.1,25.0,102.09,Clear,"2012-04-29 23:00:00",-10.3,34,13.0
2881,3.3,25.0,102.06,Clear,"2012-04-30 00:00:00",-10.3,36,9.0
2882,2.2,25.0,102.12,Clear,"2012-04-30 01:00:00",-9.7,41,6.0
2883,3.2,25.0,102.09,Clear,"2012-04-30 02:00:00",-10.4,36,0.0
2884,2.4,25.0,102.09,Clear,"2012-04-30 03:00:00",-9.2,42,0.0
2885,0.7,25.0,102.14,Clear,"2012-04-30 04:00:00",-9.0,48,4.0
3017,16.0,48.3,101.51,Clear,"2012-05-05 16:00:00",-2.4,28,17.0
3018,15.9,48.3,101.53,Clear,"2012-05-05 17:00:00",-1.8,30,9.0
3048,11.1,25.0,101.57,Clear,"2012-05-06 23:00:00",-2.1,40,0.0
3049,9.9,25.0,101.57,Clear,"2012-05-07 00:00:00",-1.6,45,0.0
3050,6.9,25.0,101.55,Clear,"2012-05-07 01:00:00",0.3,63,0.0
3051,5.2,25.0,101.56,Clear,"2012-05-07 02:00:00",-0.8,65,4.0
3052,4.6,25.0,101.55,Clear,"2012-05-07 03:00:00",-0.4,70,4.0
3053,5.1,25.0,101.61,Clear,"2012-05-07 04:00:00",0.6,73,0.0
3054,5.7,48.3,101.6,Clear,"2012-05-07 05:00:00",0.4,69,4.0
3055,8.2,48.3,101.63,Clear,"2012-05-07 06:00:00",3.3,71,6.0
3056,12.3,48.3,101.64,Clear,"2012-05-07 07:00:00",0.6,45,4.0
3057,14.0,48.3,101.67,Clear,"2012-05-07 08:00:00",1.0,41,7.0
3058,16.0,48.3,101.68,Clear,"2012-05-07 09:00:00",-3.0,27,7.0
3059,17.1,48.3,101.67,Clear,"2012-05-07 10:00:00",-5.9,20,13.0
3070,18.7,25.0,100.87,Clear,"2012-05-07 21:00:00",-4.1,21,15.0
3163,16.8,48.3,100.87,Clear,"2012-05-11 18:00:00",-2.7,26,22.0
3164,15.1,48.3,100.95,Clear,"2012-05-11 19:00:00",-2.9,29,13.0
3165,12.1,25.0,101.04,Clear,"2012-05-11 20:00:00",-2.1,37,11.0
3166,10.2,25.0,101.1,Clear,"2012-05-11 21:00:00",-2.1,42,9.0
3167,7.7,25.0,101.15,Clear,"2012-05-11 22:00:00",-1.2,53,9.0
3168,7.8,25.0,101.19,Clear,"2012-05-11 23:00:00",-0.9,54,9.0
3169,7.1,25.0,101.19,Clear,"2012-05-12 00:00:00",-0.6,58,9.0
3170,9.8,25.0,101.22,Clear,"2012-05-12 01:00:00",-1.1,47,7.0
3171,8.5,25.0,101.23,Clear,"2012-05-12 02:00:00",-1.0,51,0.0
3172,7.0,25.0,101.28,Clear,"2012-05-12 03:00:00",-0.5,59,4.0
3173,7.9,25.0,101.35,Clear,"2012-05-12 04:00:00",-1.0,53,11.0
3174,7.3,48.3,101.37,Clear,"2012-05-12 05:00:00",-1.4,54,6.0
3175,9.4,48.3,101.42,Clear,"2012-05-12 06:00:00",-0.5,50,7.0
3176,11.1,48.3,101.45,Clear,"2012-05-12 07:00:00",2.3,55,11.0
3177,12.9,48.3,101.46,Clear,"2012-05-12 08:00:00",2.4,49,11.0
3178,14.6,48.3,101.43,Clear,"2012-05-12 09:00:00",4.5,51,13.0
3179,16.7,48.3,101.41,Clear,"2012-05-12 10:00:00",4.6,45,15.0
3211,19.7,48.3,101.47,Clear,"2012-05-13 18:00:00",5.1,38,17.0
3214,13.4,25.0,101.54,Clear,"2012-05-13 21:00:00",6.5,63,7.0
3215,12.7,25.0,101.54,Clear,"2012-05-13 22:00:00",6.4,65,7.0
3216,13.3,25.0,101.54,Clear,"2012-05-13 23:00:00",6.6,64,0.0
3217,11.8,25.0,101.53,Clear,"2012-05-14 00:00:00",6.8,71,6.0
3218,12.8,25.0,101.51,Clear,"2012-05-14 01:00:00",7.1,68,6.0
3219,12.0,25.0,101.5,Clear,"2012-05-14 02:00:00",6.9,71,4.0
3220,12.0,25.0,101.5,Clear,"2012-05-14 03:00:00",6.9,71,0.0
3263,15.9,25.0,100.75,Clear,"2012-05-15 22:00:00",13.6,86,11.0
3264,15.4,25.0,100.74,Clear,"2012-05-15 23:00:00",13.2,87,11.0
3265,14.6,25.0,100.71,Clear,"2012-05-16 00:00:00",12.6,88,4.0
3266,13.9,25.0,100.66,Clear,"2012-05-16 01:00:00",12.0,88,6.0
3267,13.9,25.0,100.6,Clear,"2012-05-16 02:00:00",12.0,88,6.0
3268,13.3,25.0,100.58,Clear,"2012-05-16 03:00:00",11.4,88,0.0
3291,8.3,25.0,101.07,Clear,"2012-05-17 02:00:00",1.6,63,15.0
3292,7.3,25.0,101.16,Clear,"2012-05-17 03:00:00",1.6,67,15.0
3293,6.6,48.3,101.24,Clear,"2012-05-17 04:00:00",1.4,69,9.0
3294,6.0,48.3,101.32,Clear,"2012-05-17 05:00:00",1.0,70,11.0
3295,8.5,48.3,101.4,Clear,"2012-05-17 06:00:00",1.9,63,9.0
3307,15.1,48.3,101.5,Clear,"2012-05-17 18:00:00",0.4,37,20.0
3308,14.1,48.3,101.54,Clear,"2012-05-17 19:00:00",0.4,39,13.0
3310,12.4,25.0,101.64,Clear,"2012-05-17 21:00:00",1.4,47,6.0
3311,10.1,25.0,101.64,Clear,"2012-05-17 22:00:00",2.1,58,0.0
3312,9.9,25.0,101.7,Clear,"2012-05-17 23:00:00",3.8,66,7.0
3314,9.9,25.0,101.73,Clear,"2012-05-18 01:00:00",2.4,60,7.0
3315,9.2,25.0,101.75,Clear,"2012-05-18 02:00:00",2.3,62,9.0
3316,8.6,25.0,101.77,Clear,"2012-05-18 03:00:00",2.0,63,11.0
3317,8.6,48.3,101.77,Clear,"2012-05-18 04:00:00",1.5,61,9.0
3334,14.4,25.0,101.62,Clear,"2012-05-18 21:00:00",5.3,54,6.0
3359,21.9,25.0,101.61,Clear,"2012-05-19 22:00:00",6.4,37,7.0
3360,18.2,25.0,101.62,Clear,"2012-05-19 23:00:00",8.8,54,4.0
3361,18.3,25.0,101.64,Clear,"2012-05-20 00:00:00",7.8,50,0.0
3362,16.9,25.0,101.64,Clear,"2012-05-20 01:00:00",8.4,57,6.0
3363,16.1,25.0,101.67,Clear,"2012-05-20 02:00:00",8.6,61,6.0
3364,16.8,25.0,101.7,Clear,"2012-05-20 03:00:00",8.6,58,9.0
3433,13.1,25.0,100.82,Clear,"2012-05-23 00:00:00",10.4,84,0.0
3453,20.4,24.1,101.16,Clear,"2012-05-23 20:00:00",10.9,54,9.0
3454,20.4,25.0,101.19,Clear,"2012-05-23 21:00:00",10.6,53,9.0
3455,19.6,25.0,101.21,Clear,"2012-05-23 22:00:00",10.3,55,7.0
3456,18.9,25.0,101.25,Clear,"2012-05-23 23:00:00",10.3,57,4.0
3457,16.4,25.0,101.28,Clear,"2012-05-24 00:00:00",10.4,68,0.0
3458,15.0,25.0,101.29,Clear,"2012-05-24 01:00:00",10.6,75,4.0
3459,12.6,25.0,101.31,Clear,"2012-05-24 02:00:00",9.7,82,6.0
3460,14.5,25.0,101.3,Clear,"2012-05-24 03:00:00",11.2,81,6.0
3461,14.0,24.1,101.32,Clear,"2012-05-24 04:00:00",10.7,80,9.0
3467,24.6,48.3,101.46,Clear,"2012-05-24 10:00:00",15.2,56,0.0
3468,26.1,24.1,101.44,Clear,"2012-05-24 11:00:00",16.7,56,9.0
3477,23.1,24.1,101.3,Clear,"2012-05-24 20:00:00",16.1,65,19.0
3478,22.4,25.0,101.31,Clear,"2012-05-24 21:00:00",15.9,67,19.0
3479,21.9,25.0,101.35,Clear,"2012-05-24 22:00:00",15.5,67,22.0
3480,21.1,25.0,101.39,Clear,"2012-05-24 23:00:00",15.2,69,19.0
3481,20.7,25.0,101.43,Clear,"2012-05-25 00:00:00",15.3,71,13.0
3482,19.7,25.0,101.4,Clear,"2012-05-25 01:00:00",15.6,77,15.0
3483,19.4,25.0,101.41,Clear,"2012-05-25 02:00:00",15.6,79,15.0
3490,23.3,24.1,101.29,Clear,"2012-05-25 09:00:00",16.1,64,20.0
3504,21.3,25.0,100.96,Clear,"2012-05-25 23:00:00",15.4,69,17.0
3505,19.8,25.0,101.0,Clear,"2012-05-26 00:00:00",14.8,73,9.0
3506,19.3,25.0,101.09,Clear,"2012-05-26 01:00:00",14.0,71,13.0
3507,18.6,25.0,101.16,Clear,"2012-05-26 02:00:00",12.3,67,11.0
3508,17.1,25.0,101.21,Clear,"2012-05-26 03:00:00",10.5,65,13.0
3509,16.4,25.0,101.28,Clear,"2012-05-26 04:00:00",10.1,66,9.0
3511,17.1,48.3,101.37,Clear,"2012-05-26 06:00:00",10.0,63,9.0
3512,18.1,48.3,101.51,Clear,"2012-05-26 07:00:00",10.8,62,9.0
3513,19.4,48.3,101.56,Clear,"2012-05-26 08:00:00",12.2,63,6.0
3514,21.1,24.1,101.56,Clear,"2012-05-26 09:00:00",12.7,59,9.0
3516,22.6,16.1,101.6,Clear,"2012-05-26 11:00:00",12.5,53,0.0
3529,15.7,25.0,101.76,Clear,"2012-05-27 00:00:00",7.1,57,6.0
3530,14.6,25.0,101.77,Clear,"2012-05-27 01:00:00",7.4,62,9.0
3610,20.5,48.3,100.08,Clear,"2012-05-30 09:00:00",10.0,51,20.0
3612,22.1,24.1,100.08,Clear,"2012-05-30 11:00:00",9.6,45,17.0
3614,23.5,48.3,100.05,Clear,"2012-05-30 13:00:00",8.1,37,30.0
3615,23.5,48.3,100.04,Clear,"2012-05-30 14:00:00",8.5,38,32.0
3617,23.7,48.3,100.0,Clear,"2012-05-30 16:00:00",8.3,37,15.0
3618,23.1,48.3,100.04,Clear,"2012-05-30 17:00:00",8.4,39,24.0
3646,12.8,25.0,101.05,Clear,"2012-05-31 21:00:00",4.2,56,9.0
3647,12.5,25.0,101.13,Clear,"2012-05-31 22:00:00",4.4,58,7.0
3648,12.8,25.0,101.18,Clear,"2012-05-31 23:00:00",4.4,57,7.0
3649,11.6,25.0,101.21,Clear,"2012-06-01 00:00:00",3.8,59,6.0
3650,11.3,25.0,101.24,Clear,"2012-06-01 01:00:00",3.6,59,7.0
3754,17.4,48.3,101.01,Clear,"2012-06-05 09:00:00",6.9,50,19.0
3795,12.8,25.0,101.04,Clear,"2012-06-07 02:00:00",9.4,80,11.0
3796,12.3,25.0,101.02,Clear,"2012-06-07 03:00:00",8.9,80,17.0
3818,15.7,25.0,100.65,Clear,"2012-06-08 01:00:00",12.9,83,7.0
3819,15.3,25.0,100.6,Clear,"2012-06-08 02:00:00",12.9,86,11.0
3838,14.1,25.0,100.41,Clear,"2012-06-08 21:00:00",8.3,68,9.0
3839,13.5,25.0,100.48,Clear,"2012-06-08 22:00:00",7.8,68,6.0
3840,12.0,25.0,100.5,Clear,"2012-06-08 23:00:00",7.6,74,9.0
3841,12.8,25.0,100.51,Clear,"2012-06-09 00:00:00",8.0,73,6.0
3842,12.9,25.0,100.53,Clear,"2012-06-09 01:00:00",8.0,72,0.0
3843,12.2,25.0,100.54,Clear,"2012-06-09 02:00:00",7.8,74,0.0
3844,11.5,25.0,100.56,Clear,"2012-06-09 03:00:00",7.3,75,0.0
3863,17.0,25.0,100.93,Clear,"2012-06-09 22:00:00",6.6,50,4.0
3866,15.6,25.0,101.07,Clear,"2012-06-10 01:00:00",9.3,66,4.0
3867,13.7,25.0,101.08,Clear,"2012-06-10 02:00:00",9.9,78,0.0
3869,12.4,25.0,101.15,Clear,"2012-06-10 04:00:00",10.3,87,4.0
3886,22.8,25.0,101.51,Clear,"2012-06-10 21:00:00",8.4,40,7.0
3888,23.0,25.0,101.5,Clear,"2012-06-10 23:00:00",8.9,41,11.0
3889,21.7,25.0,101.49,Clear,"2012-06-11 00:00:00",9.0,44,6.0
3956,20.0,48.3,101.57,Clear,"2012-06-13 19:00:00",8.5,47,17.0
3957,17.6,48.3,101.62,Clear,"2012-06-13 20:00:00",8.0,53,11.0
3958,15.1,25.0,101.7,Clear,"2012-06-13 21:00:00",8.1,63,7.0
3959,14.6,25.0,101.74,Clear,"2012-06-13 22:00:00",7.9,64,11.0
3960,15.2,25.0,101.79,Clear,"2012-06-13 23:00:00",6.2,55,11.0
3961,14.5,25.0,101.85,Clear,"2012-06-14 00:00:00",5.4,54,11.0
3962,13.4,25.0,101.88,Clear,"2012-06-14 01:00:00",5.2,58,9.0
3963,13.0,25.0,101.93,Clear,"2012-06-14 02:00:00",5.4,60,9.0
3964,12.3,25.0,101.96,Clear,"2012-06-14 03:00:00",5.3,62,13.0
3965,12.4,48.3,102.04,Clear,"2012-06-14 04:00:00",4.9,60,15.0
3966,12.4,48.3,102.14,Clear,"2012-06-14 05:00:00",5.7,64,9.0
3967,14.7,48.3,102.2,Clear,"2012-06-14 06:00:00",6.3,57,9.0
3968,16.5,48.3,102.28,Clear,"2012-06-14 07:00:00",7.5,55,13.0
3969,18.5,48.3,102.33,Clear,"2012-06-14 08:00:00",7.9,50,11.0
3970,20.0,48.3,102.32,Clear,"2012-06-14 09:00:00",5.5,39,19.0
3971,20.0,48.3,102.31,Clear,"2012-06-14 10:00:00",3.8,34,17.0
3972,21.2,48.3,102.27,Clear,"2012-06-14 11:00:00",6.5,38,9.0
3973,21.3,48.3,102.26,Clear,"2012-06-14 12:00:00",4.7,34,24.0
3974,22.2,48.3,102.22,Clear,"2012-06-14 13:00:00",5.5,34,19.0
3975,22.4,48.3,102.17,Clear,"2012-06-14 14:00:00",5.5,33,15.0
3976,22.9,48.3,102.12,Clear,"2012-06-14 15:00:00",6.7,35,11.0
3977,22.5,48.3,102.15,Clear,"2012-06-14 16:00:00",6.9,36,7.0
3978,22.9,48.3,102.17,Clear,"2012-06-14 17:00:00",6.9,36,15.0
3979,22.7,48.3,102.16,Clear,"2012-06-14 18:00:00",7.5,38,17.0
3980,22.5,48.3,102.17,Clear,"2012-06-14 19:00:00",6.5,36,13.0
3981,21.7,48.3,102.16,Clear,"2012-06-14 20:00:00",5.7,35,15.0
3982,21.0,25.0,102.16,Clear,"2012-06-14 21:00:00",6.0,38,11.0
3983,20.2,25.0,102.2,Clear,"2012-06-14 22:00:00",6.0,39,9.0
3984,19.6,25.0,102.21,Clear,"2012-06-14 23:00:00",5.8,40,6.0
3985,18.9,25.0,102.18,Clear,"2012-06-15 00:00:00",5.5,41,6.0
3986,17.1,25.0,102.17,Clear,"2012-06-15 01:00:00",6.1,48,6.0
3987,14.2,25.0,102.19,Clear,"2012-06-15 02:00:00",7.9,66,13.0
